"unit","group_name_partner","date_and_time","borough","locationtype","location","event_name","event_type","category","classification","attendance","audience"
"Recreation","MOME","2021-06-11T20:00:00.000","Manhattan","Other","Pier 35","MUTS: Gremlins","Community Based Event","Mobile Unit","M.U.T.S","188","General Public"
"Recreation",,"2021-07-09T20:30:00.000","Brooklyn","Park","Saratoga Park","Farewell Amor (2020)","Community Based Event","Mobile Unit","M.U.T.S","50","General Public"
"Recreation",,"2021-07-13T20:30:00.000","Brooklyn","Park","Kaiser Park","Incredibles 2 (2018)","Community Based Event","Mobile Unit","M.U.T.S","40","General Public"
"Public Programs","CM Dinowitz","2021-06-12T09:00:00.000","Bronx","Park","Seton Park","Movies Under the Stars - Ferris Bueller's Day Off","Community Based Event","Mobile Unit","M.U.T.S","340","Young Adult;#Adults;#Teens;#Seniors;#Adaptive"
"Recreation",,"2021-07-14T20:30:00.000","Brooklyn","Park","Maria Hernandez Park","Trolls World Tour (2020)","Community Based Event","Mobile Unit","M.U.T.S","90","General Public"
"Recreation",,"2021-07-10T08:30:00.000","Brooklyn","Park","Dyker Beach Park","Raya and the Last Dragon (2021)","Community Based Event","Mobile Unit","M.U.T.S","250","General Public"
"Recreation",,"2017-10-21T10:00:00.000","Staten Island","Playground","Cedar Grove Playground","Pooch Parade","Local Event","Performance","Play","40","General Public"
"Public Programs","CM Ayala","2021-06-11T09:00:00.000","Bronx","Playground","Saw Mill Playground","Movies Under the Stars - Raya and the Last Dragon","Community Based Event","Mobile Unit","M.U.T.S","180","Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public"
"Public Programs","CM Salamanca","2021-06-17T09:00:00.000","Bronx","Playground","Dawson Playground","Movies Under the Satrs - Jumanji: The Next Level","Community Based Event","Mobile Unit","M.U.T.S","195","Young Adult;#Adults;#Teens;#Adaptive;#Seniors"
"Recreation",,"2021-07-11T20:30:00.000","Brooklyn","Park","Sunset Park","NYC DOE Public School Film Festival","Community Based Event","Mobile Unit","M.U.T.S","300","General Public"
"Recreation",,"2021-07-15T11:00:00.000","Bronx","Playground","Aqueduct Playground","POP UP SITE","Community Based Event","Mobile Unit","Summer 2020","41","General Public"
"Recreation","MOME","2021-07-15T00:00:00.000","Manhattan","Playground","Jacob H. Schiff Playground","MUTS: Frozen II","Community Based Event","Mobile Unit","M.U.T.S","85","General Public"
"Public Programs","CM Salamanca","2021-06-24T09:00:00.000","Bronx","Playground","Playground 52 LII","Movies Under the Stars - Sonic the Hedgehog","Community Based Event","Mobile Unit","M.U.T.S","130","Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors"
"Recreation","MOME","2021-06-12T20:00:00.000","Manhattan","Playground","Peter Minuit Playground","MUTS: The Lion King","Community Based Event","Mobile Unit","M.U.T.S","55","General Public"
"Urban Park Rangers","General Public","2021-07-15T15:00:00.000","Bronx","Pool","Claremont","Turtle Time","Agency Produced Event","Nature","Cool Pools","22","General Public"
"Public Programs","CM Ayala","2021-06-25T09:00:00.000","Bronx","Park","Franz Sigel Park","Movies Under the Stars - Sonic the Hedgehog","Community Based Event","Mobile Unit","M.U.T.S","210","Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors"
"Public Programs","CM Dinowitz","2021-06-26T09:00:00.000","Bronx","Park","Williamsbridge Oval Park","Movies Under the Stars - Jumanji: Welcome to the Jungle","Community Based Event","Mobile Unit","M.U.T.S","250","Young Adult;#Adults;#Teens;#Adaptive;#Seniors"
"Recreation",,"2017-07-15T18:00:00.000","Bronx","Park","Starlight Park","AC&F Make your mark watercolor workshop","Local Event","Arts/Culture","AC&F","20","General Public"
"Public Programs","CM Ayala","2021-06-18T09:00:00.000","Bronx","Park","Franz Sigel Park","Movies Under the Stars - Sonic the Hedgehog","Community Based Event","Mobile Unit","M.U.T.S","110","Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors"
"Recreation",,"2021-06-28T10:00:00.000","Queens","Park","Bowne Park","Puppet Show","Community Based Event","Performance","Music","100","General Public;#Seniors"
"Recreation",,"2021-07-15T13:00:00.000","Staten Island","Playground","Jennifer Playground","Puppet Time Show","Agency Produced Event","Mobile Unit","AC&F","25","Tot;#Children"
"Recreation","Puppetmobile","2021-07-16T11:00:00.000","Staten Island","Playground","De Matti Playground","Puppet Time Show","Agency Produced Event","Mobile Unit",,"55","Tot;#Children;#General Public"
"Public Programs","CM Salamanca","2021-07-14T09:00:00.000","Bronx","Playground","Melrose Playground","Movies Under the Stars - Minions","Community Based Event","Mobile Unit","M.U.T.S","115","Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public"
"Recreation",,"2021-07-10T13:00:00.000","Queens","Playground","Playground Seventy Five","Family Day","Community Based Event","Family Festival","Play","150","Children;#Teens;#Tot"
"Recreation",,"2021-07-11T13:00:00.000","Queens","Playground","Judge Moses Weinstein Playground","Family day tie dye event","Community Based Event","Family Festival","Play","160","Tot;#Children;#Teens"
"Urban Park Rangers","General Public","2021-07-16T14:30:00.000","Staten Island","Pool","Tottenville","Bugs and Trees","Community Based Event","Nature","Cool Pools","33","General Public"
"Recreation",,"2021-06-11T18:00:00.000","Queens","Park","St. Albans Park","Jazz Concert","Community Based Event","Arts/Culture",,"40","Adults;#Young Adult;#Seniors"
"Public Programs","N/A","2021-07-15T09:00:00.000","Bronx","Park","Crotona Park","Movies Under the Stars - Sonic the Hedgehog","Community Based Event","Mobile Unit","M.U.T.S","230","Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors"
"Recreation",,"2018-08-11T20:00:00.000","Bronx","Park","Soundview Park","Movies Under The Stars: Star Wars:The Last Jedi","Community Based Event","Mobile Unit","Movies","0","General Public"
"Urban Park Rangers","General Public","2021-07-15T15:00:00.000","Manhattan","Pool","Wagner","Raptor Strength and Wing Span","Agency Produced Event","Nature","Cool Pools","25","General Public"
"Public Programs","N/A","2021-07-16T09:00:00.000","Bronx","Park","Pelham Bay Park","Movies Under the Stars - Onward","Community Based Event","Mobile Unit","M.U.T.S","250","Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors"
"Urban Park Rangers","General Public","2021-07-16T15:00:00.000","Queens","Pool","Fisher Pool","Cool Pools","Agency Produced Event","Nature","Cool Pools","28","General Public"
"Recreation","Jazz Foundation","2021-07-16T18:00:00.000","Staten Island","Park","Clove Lakes Park","An evening of Jazz","Community Based Event","Arts/Culture","AC&F","50","Children;#Young Adult;#Teens;#Adults;#Adaptive;#General Public;#Seniors"
"Recreation",,"2021-07-16T11:00:00.000","Bronx","Playground","Pelham Bay Park","POP UP SITE","Community Based Event","Mobile Unit","Play","36","General Public"
"Recreation","ADAPT Community Network","2021-07-16T11:00:00.000","Bronx","Park","Poe Park","Special Express Writers","Agency Produced Event","Arts/Culture",,"0","Adaptive"
"Public Programs","N/A","2021-07-17T09:00:00.000","Bronx","Playground","Hunts Point Playground","Movies Under the Stars - Jumanji: The Next Level","Community Based Event","Mobile Unit","M.U.T.S","0","Young Adult;#Adults;#Teens;#Adaptive;#Seniors"
"Recreation",,"2021-07-17T11:00:00.000","Bronx","Recreation Center","Hunts Point Recreation Center","Family Day Event","Community Based Event","Mobile Unit","Play","30","General Public"
"Recreation",,"2021-07-15T20:00:00.000","Queens","Park","Juniper Valley Park","Scoob! (2020)","Community Based Event","Mobile Unit","M.U.T.S","130","General Public"
"Urban Park Rangers","General Public","2021-07-19T14:45:00.000","Staten Island","Pool","Tottenville","Stick Bug Sticking","Agency Produced Event","Nature","Cool Pools","10","General Public"
"Recreation","Coundil Member Bill Perkis","2018-06-02T12:00:00.000","Manhattan","Park","Martin Luther King Jr. Park","Family Fun Day","Community Based Event","Family Festival","Play","500","General Public;#Children"
"Recreation","PfP and Coalicion Mexicana","2017-10-28T18:00:00.000","Bronx","Recreation Center","St. Mary's Recreation Center","Art, Culture & Fun: Dia de los Muertos at St. Mary's Park","Local Event","Arts/Culture","AC&F","350","General Public"
"Recreation","FMCP Administrator","2021-07-14T20:00:00.000","Queens","Park","Flushing Meadows Corona Park","Raya and the Last Dragon","Community Based Event","Mobile Unit","M.U.T.S","175","General Public"
"Recreation",,"2021-07-16T20:00:00.000","Queens","Playground","East Elmhurst Playground","Toy Story 4 (2019)","Community Based Event","Mobile Unit","M.U.T.S","70","General Public"
"Recreation",,"2021-07-17T20:00:00.000","Queens","Other","Flushing Fields","Tom & Jerry (2021)","Community Based Event","Mobile Unit","M.U.T.S","0","General Public"
"Public Programs","Movies Under the Stars","2021-07-10T21:00:00.000","Staten Island","Park","Seaside Wildlife Nature Park","Godzilla vs Kong","Community Based Event","Mobile Unit","Movies","80","General Public"
"Public Programs","Movie Under the Stars","2021-07-16T21:00:00.000","Staten Island","Park","Westerleigh Park","Scoob!","Community Based Event","Mobile Unit","Movies","145","General Public"
"Public Programs","Movies Under The Stars","2021-07-09T21:00:00.000","Staten Island","Park","Willowbrook Park","Raya and The Last Dragon","Community Based Event","Mobile Unit","Movies","73","Young Adult;#Tot;#Children;#Adults;#Teens;#General Public;#Seniors"
"Urban Park Rangers","General Public","2021-07-19T15:00:00.000","Brooklyn","Pool","Howard Pool","Surprising Snakes","Agency Produced Event","Nature","Cool Pools","36","General Public"
"Urban Park Rangers","General Public","2021-07-01T15:00:00.000","Bronx","Pool","Claremont","Corn Hole Animal ID","Community Based Event","Nature","Cool Pools","12","Children;#Young Adult"
"Recreation",,"2021-07-20T11:00:00.000","Bronx","Pool","Mullaly Pool","POP UP EVENT","Community Based Event","Mobile Unit","Play","55","General Public"
"Urban Park Rangers","General Public","2021-07-20T15:45:00.000","Manhattan","Pool","Sheltering Arms","Hawk Watch","Community Based Event","Nature","Cool Pools","11","General Public"
"Recreation",,"2017-10-22T18:00:00.000","Bronx","Park","Concrete Plant Park","Art, Culture & Fun: Community Art Day at Concrete Plant Park","Local Event","Arts/Culture","AC&F","30","Teens;#Young Adult;#Adults;#Seniors"
"Urban Park Rangers","General Public","2021-07-02T15:00:00.000","Bronx","Pool","Van Cortlandt Pool","Tree ID","Community Based Event","Nature","Cool Pools","3","Tot;#Children;#Young Adult;#Adults;#Teens"
"Recreation","ACF Art students League","2021-07-21T15:00:00.000","Bronx","Park","Soundview Park","ACF Watercolor Workshop","Agency Produced Event","Arts/Culture","AC&F","5","General Public"
"Urban Park Rangers","General Public","2021-07-20T15:00:00.000","Bronx","Pool","Mullaly","Meet Your Neighbors","Agency Produced Event","Nature","Cool Pools","31","Tot;#Children;#Young Adult;#Teens;#General Public"
"Recreation","PS 107 Summer Rising","2021-07-21T10:00:00.000","Bronx","Park","Soundview Park","Monologues/Theater Games for Kids","Agency Produced Event","Arts/Culture","Summer 2020","20","Children"
"Recreation",,"2021-07-21T14:30:00.000","Bronx","Playground","Loreto Playground","Arts, Culture & Fun","Community Based Event","Mobile Unit","Play","50","General Public"
"Recreation","Poe Park Visitor Center","2021-07-21T11:00:00.000","Bronx","Playground","Poe Park Visitor Center","Summer Programming","Local Event","Academic/Out of School time","Play","11","General Public"
"Recreation","Poe Park Visitor Center","2021-07-20T13:30:00.000","Bronx","Playground","Poe Park Visitor Center","Summer Programming","Local Event","Academic/Out of School time","Play","0","Children"
"Recreation","Loreto Playground","2021-07-21T15:00:00.000","Bronx","Playground","LORETO PLAYGROUND","ACF ART WORKSHOP","Local Event","Arts/Culture","AC&F","30","Children;#Teens;#Seniors;#Adaptive;#General Public"
"Recreation","Poe Park Visitor Center","2021-07-21T13:30:00.000","Bronx","Playground","Poe Park Visitor Center","Summer Programming","Local Event","Academic/Out of School time","Play","10","Children;#Teens"
"Recreation","MOME","2021-07-16T20:00:00.000","Manhattan","Playground","Matthews - Palmer Playground","MUTS Get On Up: The James Brown Story","Community Based Event","Mobile Unit","M.U.T.S","55","General Public"
"Recreation",,"2017-10-27T18:00:00.000","Bronx","Park","Virginia Park","Art, Culture & Fun: Dia de los Muertos Celebration at Virginia park","Local Event","Arts/Culture","AC&F","100","General Public"
"Recreation","Arts Student League","2021-07-20T10:00:00.000","Staten Island","Park","Conference House Park","Watercolor Workshop","Community Based Event","Arts/Culture","AC&F","23","Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public"
"Recreation","Poe Park Visitor Center","2021-07-20T11:00:00.000","Bronx","Playground","Poe Park Visitor Center","Summer Programming","Local Event","Academic/Out of School time","Play","2","Children"
"Recreation",,"2021-07-16T20:30:00.000","Brooklyn","Park","Commodore Barry Park","TIDE Film Festival","Community Based Event","Mobile Unit","M.U.T.S","130","General Public"
"Recreation",,"2021-07-18T20:30:00.000","Brooklyn","Park","Marine Park","Raya and the last Dragon (2021)","Community Based Event","Mobile Unit","M.U.T.S","180","General Public"
"Recreation",,"2021-07-15T20:30:00.000","Brooklyn","Park","John Paul Jones Park","Thelma and Louise (1991)","Community Based Event","Mobile Unit","M.U.T.S","80","General Public"
"Urban Park Rangers","General Public","2021-07-22T15:00:00.000","Bronx","Pool","Mapes","Turtle Time","Agency Produced Event","Nature","Cool Pools","32","General Public"
"Recreation",,"2021-07-17T20:30:00.000","Brooklyn","Park","Paerdegat Park","Spongebob: Sponge Out of Water (2015)","Community Based Event","Mobile Unit","M.U.T.S","0","General Public"
"Recreation",,"2021-07-22T11:00:00.000","Bronx","Playground","Vidalia Playground","POP UP SITE","Community Based Event","Mobile Unit","Play","60","General Public"
"Recreation",,"2021-07-21T20:30:00.000","Brooklyn","Playground","Osborn Playground","Trolls World Tour (2020)","Community Based Event","Mobile Unit","M.U.T.S","5","General Public"
"Recreation",,"2021-07-19T16:00:00.000","Bronx","Park","Williamsbridge Oval Park","Costume Creation","Community Based Event","Arts/Culture",,"45","Children;#Tot"
"Recreation",,"2017-11-04T19:00:00.000","Bronx","Recreation Center","St. James Recreation Center","Art, Culture & Fun: Quilting Memories Exhibition","Local Event","Arts/Culture","AC&F","17","General Public"
"Recreation",,"2021-07-13T10:30:00.000","Bronx","Park","Williamsbridge Oval Park","Toddler Obstacle Course","Community Based Event","Fitness",,"12","Tot"
"Recreation","ADAPT Community Network Maria Kukhrenko","2021-07-23T10:30:00.000","Bronx","Park","Poe Park","Virtual Special Express Writers","Agency Produced Event","Arts/Culture",,"15","Adaptive"
"Recreation",,"2021-07-06T16:00:00.000","Bronx","Park","Williamsbridge Oval Park","Fitness Expo","Community Based Event","Fitness",,"27","Children;#Tot"
"Recreation",,"2021-07-23T11:00:00.000","Bronx","Playground","Starlight Playground","POP UP SITE","Community Based Event","Mobile Unit","Play","55","General Public"
